phase,matrix,variable,x_label,x_value,component,component_index,lambda,factor_value,plotted_value,y_label
FCC,A,Co,x_Co,0.12,r=4,4,0.9999999999995064,-0.10331869663406815,-0.10331869663401715,λ·A
FCC,A,Co,x_Co,0.13,r=4,4,0.9999999999995064,-0.15122956716718353,-0.1512295671671089,λ·A
FCC,A,Co,x_Co,0.14,r=4,4,0.9999999999995064,-0.10409919510752486,-0.10409919510747347,λ·A
FCC,A,Co,x_Co,0.15,r=4,4,0.9999999999995064,-0.0007430819845484516,-0.0007430819845480848,λ·A
FCC,A,Co,x_Co,0.16,r=4,4,0.9999999999995064,0.11543203786520036,0.11543203786514337,λ·A
FCC,A,Co,x_Co,0.17,r=4,4,0.9999999999995064,0.11021646695036788,0.11021646695031348,λ·A
FCC,A,Co,x_Co,0.18,r=4,4,0.9999999999995064,0.07267947583415196,0.07267947583411609,λ·A
FCC,A,Co,x_Co,0.19,r=4,4,0.9999999999995064,0.08455690645381161,0.08455690645376987,λ·A
FCC,A,Co,x_Co,0.2,r=4,4,0.9999999999995064,0.12584244929314473,0.1258424492930826,λ·A
FCC,A,Co,x_Co,0.21,r=4,4,0.9999999999995064,0.1004053323010146,0.10040533230096504,λ·A
FCC,A,Co,x_Co,0.22,r=4,4,0.9999999999995064,0.13494280224119826,0.13494280224113164,λ·A
FCC,A,Co,x_Co,0.23,r=4,4,0.9999999999995064,0.1198638857537255,0.11986388575366634,λ·A
FCC,A,Co,x_Co,0.24,r=4,4,0.9999999999995064,0.09678784919531319,0.09678784919526541,λ·A
FCC,A,Co,x_Co,0.25,r=4,4,0.9999999999995064,0.12259419467519259,0.12259419467513208,λ·A
FCC,A,Co,x_Co,0.26,r=4,4,0.9999999999995064,0.13659101796683382,0.1365910179667664,λ·A
FCC,A,Co,x_Co,0.27,r=4,4,0.9999999999995064,0.20121822278372778,0.20121822278362847,λ·A
FCC,A,Co,x_Co,0.28,r=4,4,0.9999999999995064,0.17293210538764464,0.1729321053875593,λ·A
FCC,A,Co,x_Co,0.29,r=4,4,0.9999999999995064,0.04406257042103794,0.044062570421016196,λ·A
FCC,A,Co,x_Co,0.3,r=4,4,0.9999999999995064,0.12684583774096245,0.12684583774089983,λ·A
FCC,A,Co,x_Co,0.31,r=4,4,0.9999999999995064,0.11411721175261491,0.11411721175255858,λ·A
FCC,A,Co,x_Co,0.32,r=4,4,0.9999999999995064,0.027020614406494455,0.027020614406481118,λ·A
FCC,A,Co,x_Co,0.33,r=4,4,0.9999999999995064,0.11069422416917744,0.1106942241691228,λ·A
FCC,A,Co,x_Co,0.34,r=4,4,0.9999999999995064,0.12891562218111152,0.12891562218104788,λ·A
FCC,A,Co,x_Co,0.35,r=4,4,0.9999999999995064,0.08104914478122012,0.08104914478118011,λ·A
FCC,A,Co,x_Co,0.36,r=4,4,0.9999999999995064,0.05776863982723743,0.057768639827208916,λ·A
FCC,A,Co,x_Co,0.37,r=4,4,0.9999999999995064,-0.0019186077400677516,-0.0019186077400668046,λ·A
FCC,A,Co,x_Co,0.38,r=4,4,0.9999999999995064,0.05104406593862348,0.05104406593859828,λ·A
FCC,A,Co,x_Co,0.39,r=4,4,0.9999999999995064,0.0956041348989326,0.09560413489888542,λ·A
FCC,A,Co,x_Co,0.4,r=4,4,0.9999999999995064,0.20520612570276042,0.20520612570265914,λ·A
FCC,A,Co,x_Co,0.01,r=5,5,0.9999999999997851,-0.198552502666119,-0.19855250266607632,λ·A
FCC,A,Co,x_Co,0.02,r=5,5,0.9999999999997851,-0.21163828339065044,-0.21163828339060495,λ·A
FCC,A,Co,x_Co,0.03,r=5,5,0.9999999999997851,-0.06060596660715318,-0.060605966607140155,λ·A
FCC,A,Co,x_Co,0.04,r=5,5,0.9999999999997851,0.06156544768254722,0.06156544768253399,λ·A
FCC,A,Co,x_Co,0.05,r=5,5,0.9999999999997851,0.03154692569994771,0.03154692569994093,λ·A
FCC,A,Co,x_Co,0.06,r=5,5,0.9999999999997851,0.03410505917141125,0.034105059171403926,λ·A
FCC,A,Co,x_Co,0.07,r=5,5,0.9999999999997851,0.15131511480832363,0.1513151148082911,λ·A
FCC,A,Co,x_Co,0.08,r=5,5,0.9999999999997851,0.30528622186164206,0.30528622186157645,λ·A
FCC,A,Co,x_Co,0.09,r=5,5,0.9999999999997851,0.37186588423153144,0.3718658842314515,λ·A
FCC,A,Co,x_Co,0.1,r=5,5,0.9999999999997851,0.2652178780554569,0.26521787805539987,λ·A
